,Name,Nicknames
7879,Gayle,"Abbey,Abbi,Abbie,Abby,Abi,Abigail,Abigayle,Gail,Gale,Gayla"
7880,Gaylord,
7881,Gaynor,Gaenor
7882,Gaz,"Gareth,Gary"
7883,Gazbiyya,"Gathbiyya,Jathbiyya,Jathibiyya"
7884,Gazsi,Gáspár
7885,Gbemisola,
7886,Gearalt,Gearóid
7887,Gearóid,
7888,Gebahard,Gebhard
7889,Gebhard,Gebahard
7890,Gedaliah,
7891,Gedalyahu,
7892,Gedeon,
7893,Geena,"Eugenia,Gena,Genie,Georgeanna,Georgia,Georgiana,Georgina,Gina,Ginger,Ginnie,Ginny,Ina,Jeana,Jeanna,Jinny,Jorja,Regena,Regina,Virgee,Virgie,Virginia"
7894,Geert,"Gerard,Gerd,Gerhard,Gerrit,Gert"
7895,Geertje,"Geertruida,Gertie,Gertrude,Truus"
7896,Geertruida,"Geertje,Gertie,Gertrude,Trudie,Trudy,Truus"
7897,Geevarghese,Varghese
7898,Gefen,
7899,Geffrey,"Geoff,Geoffrey,Jeffery,Jeffrey,Jeffry,Jep"
7900,Geghard,Keghart
7901,Geir,
7902,Geirr,
7903,Gela,
7904,Gellért,
7905,Gelsomina,
7906,Geltrude,
7907,Gema,
7908,Gemariah,
7909,Gemaryahu,
7910,Gemini,
7911,Gemma,Jemma
7912,Gena,"Eugenia,Genie,Gennadi,Gennadiy,Gennady,Genya,Georgeanna,Georgia,Georgiana,Georgina,Gina,Ginger,Ginnie,Ginny,Ina,Jeana,Jeanna,Jinny,Jorja,Regena,Regina,Virgee,Virgie,Virginia"
7913,Genadi,Geno
7914,Genādijs,
7915,Gene,Eugene
7916,Genesio,
7917,Genesis,
7918,Genesius,
7919,Genette,"Jeanette,Jeanne,Jeannette,Nettie"
7920,Geneva,Neva
7921,Geneviève,Ginette
7922,Genevieve,
7923,Genevra,
7924,Genghis,
7925,Genie,"Eugenia,Gena,Gina,Jeana,Jeanna"
7926,Genís,
7927,Genista,
7928,Genko,"Evgeni,Geno,Georgi"
7929,Gennadi,"Gena,Gennadiy,Gennady,Genya"
7930,Gennadios,Gennadius
7931,Gennadius,Gennadios
7932,Gennadiy,"Gena,Gennadi,Gennady,Genya"
7933,Gennadiya,
7934,Gennady,"Gena,Gennadi,Gennadiy,Genya"
7935,Gennarino,"Gennaro,Rino"
7936,Gennaro,"Gennarino,Rino"
7937,Geno,"Evgeni,Genadi,Genko,Georgi"
7938,Genovaitė,
7939,Genovefa,
7940,Genoveffa,
7941,Genoveva,
7942,Genowefa,
7943,Genrikh,
7944,Gentian,
7945,Gentiana,
7946,Gentius,
7947,Genya,"Evgeni,Evgeniy,Evgeny,Gena,Gennadi,Gennadiy,Gennady,Yevgeni,Yevgeniy,Yevgeny,Zhenya"
7948,Geoff,"Geoffrey,Jeffery,Jeffrey,Jeffry,Jep"
7949,Geoffrey,"Geoff,Jeff,Jeffery,Jeffrey,Jeffry,Jep"
7950,Geoffroi,
7951,Geoffroy,
7952,Geordie,"George,Georgie"
7953,Georg,"Jockel,Jörg"
7954,George,"Geordie,Georgie,Gheorghe,Ghiță"
7955,Georgeanna,"Georgia,Georgiana,Georgina,Jorja"
7956,Georgei,
7957,Georgene,
7958,Georges,
7959,Georgeta,Georgiana
7960,Georgette,"Georgine,Gigi"
7961,Georgi,"Genko,Geno"
7962,Georgia,"Georgeanna,Georgiana,Georgie,Georgina,Gina,Jorja"
7963,Georgiana,"Georgeanna,Georgeta,Georgia,Georgie,Georgina,Gina,Jorja"
7964,Georgie,"Geordie,George,Georgeanna,Georgia,Georgiana,Georgina,Jorja"
7965,Georgijs,"Georgs,Jurģis,Juris"
7966,Georgina,"Gena,Georgeanna,Georgia,Georgiana,Georgie,Gina,Jeana,Jeanna,Jorja"
7967,Georgine,"Georgette,Gigi"
7968,Georgios,"Georgius,Giorgos,Yiorgos,Yorgos"
7969,Georgius,Georgios
7970,Georgiy,"Georgy,Iouri,Yegor,Yura,Yuri,Yuriy,Yury"
7971,Georgo,
7972,Georgs,"Georgijs,Jurģis,Juris"
7973,Georgy,"Georgiy,Iouri,Yegor,Yura,Yuri,Yuriy,Yury"
7974,Gera,
7975,Geraint,
7976,Gérald,Géraud
7977,Gerald,"Gerold,Gerry,Jerald,Jere,Jerold,Jerrold,Jerry"
7978,Géraldine,
7979,Geraldine,"Gerry,Jeri,Jerri,Jerrie,Jerry"
7980,Geraldo,
7981,Gerallt,
7982,Gérard,
7983,Gerard,"Geert,Gerd,Gerhard,Gerrit,Gerry,Gert"
7984,Gerarda,Gerry
7985,Gerardo,Gherardo
7986,Gerasim,
7987,Gerasimos,
7988,Géraud,Gérald
7989,Gerben,
7990,Gerbern,
7991,Gerbold,
7992,Gerd,"Geert,Gerard,Gerda,Gerhard,Gerrit,Gert,Gerðr,Hardy"
7993,Gerda,"Dina,Gerarda,Gerd,Gerdina"
7994,Gerdina,"Dina,Gerarda,Gerda"
7995,Gerel,
7996,Geremia,
7997,Gereon,Gerontius
7998,Geretrudis,Gertrud
7999,Gerfrid,
8000,Gerfried,
8001,Gergana,"Gergina,Ginka"
8002,Gergely,Gergő
8003,Gergina,"Gergana,Ginka"
8004,Gergő,Gergely
8005,Gerhard,"Geert,Gerard,Gerd,Gerrit,Gerry,Gert,Hardy,Kai"
8006,Gerhardt,
8007,Gerhild,
8008,Gerhold,
8009,Gerlach,
8010,Gerlind,
8011,Gerlinde,
8012,Gerlof,
8013,Germain,
8014,Germaine,
8015,Germán,
8016,German,
8017,Germana,
8018,Germano,
8019,Germanus,
8020,Germogen,
8021,Germund,
8022,Gernot,
8023,Gero,"Gervas,Gervasius"
8024,Gerolamo,Girolamo
8025,Gerold,Gerald
8026,Gerolf,
8027,Gerolt,Gerald
8028,Gerónimo,
8029,Geronimo,
8030,Gerontius,Gereon
8031,Gerrard,Gerard
8032,Gerrit,"Geert,Gerard,Gerd,Gerhard,Gerry,Gert,Jorrit,Jurre,Jurryt"
8033,Gerry,"Gerald,Geraldine,Gerard,Gerarda,Gerhard,Gerrit,Jerald,Jere,Jeri,Jerold,Jerri,Jerrie,Jerrold,Jerry"
8034,Gershom,Gershon
8035,Gershon,Gershom
8036,Gert,"Geert,Gerard,Gerd,Gerhard,Gerrit,Hardy"
8037,Gerðr,Gerd
8038,Gertie,"Geertje,Geertruida,Gertrude,Trudi,Trudie,Trudy,Truus"
8039,Gertraud,"Gertrud,Gesine,Traudl,Trudi"
8040,Gertrúd,
8041,Gertrud,"Geretrudis,Gertraud,Gesine,Traudl,Trudi"
8042,Gertrúda,
8043,Gertrūda,
8044,Gertruda,
8045,Gertrude,"Geertje,Geertruida,Gertie,Trudi,Trudie,Trudy,Truus"
8046,Gertrudes,
8047,Gertrudis,
8048,Gertruida,
8049,Gerulf,
8050,Gervais,
8051,Gervaise,
8052,Gervas,"Gero,Gervasius"
8053,Gervase,
8054,Gervásio,
8055,Gervasio,
8056,Gervasius,"Gero,Gervas"
8057,Gerwazy,
8058,Gesine,"Gertraud,Gertrud,Trudi"
8059,Gessica,Jessica
8060,Gethin,
8061,Gethsemane,
8062,Geula,
8063,Gevorg,Kevork
8064,Géza,
8065,Gezabele,
8066,Ghada,
8067,Ghadir,
8068,Ghalib,
8069,Ghaliya,
8070,Ghassan,
8071,Ghayth,
8072,Ghenadie,
8073,Gheorghe,"George,Ghiță"
8074,Gherardo,Gerardo
8075,Ghislain,
8076,Ghislaine,Ghyslaine
8077,Ghiță,"George,Gheorghe"
8078,Ghjaseppu,
8079,Ghjulia,
8080,Ghjuvan,Ghjuvanni
8081,Ghjuvanna,
8082,Ghjuvanni,Ghjuvan
8083,Gholam,
8084,Ghoncheh,
8085,Ghufran,
8086,Ghulam,
8087,Ghyslain,Ghislain
8088,Ghyslaine,Ghislaine
8089,Gia,"Gianna,Giannina,Giò,Giovanna,Nina,Vanna"
8090,Giacinta,
8091,Giacinto,
8092,Giacobbe,
8093,Giacoma,Giacomina
8094,Giacomina,Giacoma
8095,Giacomo,
8096,Giada,
8097,Giambattista,
8098,Giampaolo,
8099,Giampiero,
8100,Gian,"Gianni,Giannino,Giò,Giovanni,Vanni"
8101,Giancarlo,
8102,Gianfranco,
8103,Giang,
8104,Gianis,Yanis
8105,Gianluca,
8106,Gianluigi,
8107,Gianmarco,
8108,Gianmaria,
8109,Gianna,"Giannina,Giò,Giovanna,Ioanna,Nana,Nina,Vanna,Yanna,Yianna"
8110,Gianni,"Gian,Giannino,Giò,Giovanni,Nino,Vanni"
8111,Giannina,"Gianna,Giò,Giovanna,Nina,Vanna"
8112,Giannino,"Gian,Gianni,Giò,Giovanni,Nino,Vanni"
8113,Giannis,"Ioannis,Yanni,Yannis,Yianni,Yiannis"
8114,Giano,
8115,Gianpaolo,
8116,Gianpiero,
8117,Gib,"Gil,Gilbert"
8118,Gideon,Gidon
8119,Gidie,
8120,Gid'on,
8121,Gidon,Gideon
8122,Giedrė,
8123,Giedrius,
8124,Giffard,
8125,Gifty,
8126,Gigi,"Egidio,Georgette,Georgine,Gino,Giorgio,Luigi,Luigino,Virginie"
8127,Giiwedinokwe,
8128,Gijs,Gijsbert
8129,Gijsbert,"Gijs,Jip"
8130,Gijsberta,Jip
8131,Gil,"Gib,Gilbert"
8132,Gilad,
8133,Gilah,
8134,Gilbert,"Gib,Gil,Giselbert,Gisilbert"
8135,Gilberta,
8136,Gilberte,
8137,Gilberto,
8138,Gilchrist,
8139,Gilda,Ermenegilda
8140,Gildo,Ermenegildo
8141,Gilead,
8142,Giles,
8143,Gilgamesh,
8144,Gili,
8145,Gill,"Gillian,Jill,Jillian,Jillie,Jilly,Juliana,Julianna,Julianne"
8146,Gilla Críst,
8147,Gilleasbaig,Gilleasbuig
8148,Gilleasbuig,Gilleasbaig
8149,Gille Críst,
8150,Gilles,
8151,Gillespie,"Gilleasbaig,Gilleasbuig"
8152,Gillian,"Gill,Jill,Jillian,Jillie,Jilly"
8153,Gillis,
8154,Gilroy,
8155,Giltbert,
8156,Gina,"Eugenia,Gena,Genie,Georgeanna,Georgia,Georgiana,Georgina,Ginger,Ginnie,Ginny,Giorgia,Giorgina,Ina,Jeana,Jeanna,Jinny,Jorja,Luigia,Luigina,Luisa,Regena,Regina,Regine,Virgee,Virgie,Virginia"
8157,Ginés,
8158,Ginette,Geneviève
8159,Ginevra,
8160,Ginger,"Gena,Gina,Ginnie,Ginny,Jeana,Jeanna,Jinny,Virgee,Virgie,Virginia"
8161,Ginka,"Gergana,Gergina"
8162,Ginnie,"Gena,Gina,Ginger,Ginny,Jeana,Jeanna,Jinny,Virgee,Virgie,Virginia"
8163,Ginny,"Gena,Gina,Ginger,Ginnie,Jeana,Jeanna,Jinny,Virgee,Virgie,Virginia"
8164,Gino,"Gigi,Giorgio,Luigi,Luigino"
8165,Gintaras,
8166,Gintarė,
8167,Gintautas,
8168,Gio,"Giorgi,Goga,Gogi"
8169,Giò,"Gian,Gianna,Gianni,Giannina,Giannino,Giovanna,Giovanni,Vanna,Vanni"
8170,Gioacchino,
8171,Gioachino,
8172,Giobbe,
8173,Gioconda,
8174,Gioele,Joele
8175,Gioia,
8176,Giona,
8177,Gionata,
8178,Giordano,
8179,Giorgi,"Gio,Goga,Gogi"
8180,Giorgia,"Gina,Giorgina"
8181,Giorgina,"Gina,Giorgia"
8182,Giorgino,"Gigi,Gino,Giorgio"
8183,Giorgio,Gigi
8184,Giorgos,"Georgios,Yiorgos,Yorgos"
8185,Giosetta,
8186,Giosuè,
8187,Giotto,"Ambrogio,Angelino,Angelo,Angiolo"
8188,Giovanbattista,
8189,Giovanna,"Gianna,Giannina,Giò,Nina,Vanna"
8190,Giovannetta,"Gianna,Giannina,Giò,Giovanna,Vanna"
8191,Giovanni,"Gian,Gianni,Giannino,Giò,Nino,Vanni"
8192,Giove,
8193,Giraldo,
8194,Girish,
8195,Girisha,
8196,Girolamo,Gerolamo
8197,Ģirts,
8198,Gisa,Gisela
8199,Gisbert,
8200,Gisela,"Gisa,Gisele"
8201,Giselbert,"Gilbert,Gisilbert"
8202,Gisèle,
8203,Gisele,Gisela
8204,Gisella,
8205,Giselle,Gisselle
8206,Giselmund,
8207,Gisila,
8208,Gisilbert,"Gilbert,Giselbert"
8209,Gisilfrid,
8210,Gislenus,Gislin
8211,Gislin,Gislenus
8212,Gismund,
8213,Gisselle,Giselle
8214,Gita,"Brigita,Margita"
8215,Githa,Gytha
8216,Gitta,"Brigitta,Brigitte,Margaréta,Margit"
8217,Gittan,"Berit,Birgit,Birgitta,Brita,Britt,Britta"
8218,Gitte,"Berit,Birgit,Birgitta,Birgitte,Birte,Birthe"
8219,Gittel,
8220,Giuanna,
8221,Giuanne,Juanne
8222,Giuditta,
8223,Giulia,Giulietta
8224,Giuliana,Liana
8225,Giuliano,
8226,Giulietta,Giulia
8227,Giulio,
8228,Giunone,
8229,Giuseppa,"Giuseppina,Giusi,Giusy,Pina"
8230,Giuseppe,"Beppe,Giusi,Peppe,Peppino,Pino"
8231,Giuseppina,"Giuseppa,Giusi,Giusy,Pina"
8232,Giusi,"Beppe,Giuseppa,Giuseppe,Giuseppina,Giusy,Peppe,Peppino,Pina,Pino"
8233,Giustina,
8234,Giustino,
8235,Giusto,
8236,Giusy,"Giuseppa,Giuseppina,Giusi"
8237,Givi,
8238,Gizella,Gizi
8239,Gizem,
8240,Gizi,Gizella
8241,Gjergj,
8242,Gjon,
8243,Gjord,Gjurd
8244,Gjorgji,Gorgi
8245,Gjurd,Gjord
8246,Gladwin,
8247,Gladwyn,
8248,Gladys,Gwladys
8249,Glædwine,
8250,Glafira,
8251,Glanville,
8252,Glaphyra,
8253,Gláucia,
8254,Glaucia,
8255,Gláucio,
8256,Glauco,
8257,Glaucus,Glaukos
8258,Glaukos,Glaucus
8259,Gleb,
8260,Glebu,
8261,Glen,
8262,Glenda,
8263,Glendower,Glyndwr
8264,Glenice,"Glennis,Glenys,Glynis"
8265,Glenn,
8266,Glenna,
8267,Glennis,"Glenice,Glenys,Glynis"
8268,Glenys,"Glenice,Glennis,Glynis"
8269,Gligor,
8270,Glika,
8271,Glikeriya,
8272,Glinda,
8273,Glooscap,
8274,Glória,
8275,Gloria,
8276,Gloriana,
8277,Glorinda,
8278,Glory,
8279,Glukel,
8280,Glykeria,
8281,Glyn,Glynn
8282,Glyndwr,Glendower
8283,Glynis,"Glenice,Glennis,Glenys"
8284,Glynn,Glyn
8285,Gnaeus,Cnaeus
8286,Gobán,
8287,Gobannos,
8288,Gobbán,
8289,Gobind,Govind
8290,Gobinda,
8291,Gobnait,
8292,Gobnat,
8293,Gobnata,
8294,Gobnet,Gobnait
8295,Gocha,
8296,Goda,
8297,Godabert,
8298,Godafrid,
8299,Godascalc,
8300,Goddard,
8301,Godefroy,
8302,Godehard,
8303,Godelieve,Lieve
8304,Godeliva,
8305,Godfrey,
8306,Godfried,
8307,Godgifu,Godiva
8308,Godiva,Godgifu
8309,Godofredo,
8310,Godric,
8311,Godtfred,
8312,Godwine,
8313,Godzilla,Gojira
8314,Goemon,
8315,Gofannon,Govannon
8316,Goffredo,
8317,Gofraidh,
8318,Goga,"Gio,Giorgi,Gogi"
8319,Gogi,"Gio,Giorgi,Goga"
8320,Gohar,Kohar
8321,Goibniu,
8322,Goizane,
8323,Goizargi,
8324,Goizeder,
8325,Gojira,Godzilla
8326,Gojko,
8327,Gökçe,
8328,Göker,
8329,Gökhan,
8330,Göksu,
8331,Goku,Wukong
8332,Gol,
8333,Golbahar,
8334,Golda,Goldie
8335,Goldie,Golda
8336,Goliath,
8337,Gollum,
8338,Golnar,
8339,Gölnara,
8340,Golnaz,
8341,Golshan,
8342,Golyat,
8343,Golzar,
8344,Goma,
8345,Gomer,
8346,Gomes,
8347,Gonca,
8348,Gonçal,
8349,Gonçalo,
8350,Goneril,Gonorilla
8351,Gonorilla,Goneril
8352,Gönül,
8353,Gonxhe,
8354,Gonzalo,
8355,Goodwin,
8356,Gopal,
8357,Gopala,
8358,Gopinath,
8359,Gopinatha,
8360,Goraidh,
8361,Göran,Örjan
8362,Gøran,Ørjan
8363,Goran,
8364,Goranka,
8365,Gord,"Gorden,Gordie,Gordon,Gordy"
8366,Gordan,Danko
8367,Gordana,Dana
8368,Gorden,"Gord,Gordie,Gordon,Gordy"
8369,Gordian,
8370,Gordianus,
8371,Gordie,"Gord,Gorden,Gordon,Gordy"
8372,Gordon,"Gord,Gorden,Gordie,Gordy"
8373,Gordy,"Gord,Gorden,Gordie,Gordon"
8374,Gore,
8375,Goretti,
8376,Ġorġ,
8377,Gorgi,Gjorgji
8378,Gorica,
8379,Gorka,
8380,Gormflaith,Gormlaith
8381,Gormlaith,Gormflaith
8382,Goro,"Gorō,Gorou"
8383,Gorō,"Goro,Gorou"
8384,Goronwy,Gronw
8385,Gorou,"Goro,Gorō"
8386,Gosia,"Greta,Małgorzata,Małgosia,Marzena"
8387,Gosse,
8388,Gösta,"Göstav,Gustaf,Gustav"
8389,Göstav,"Gösta,Gustaf,Gustav"
8390,Gostislav,
8391,Goswin,
8392,Göta,
8393,Gotam,
8394,Gotama,
8395,Göte,
8396,Goteleib,
8397,Gottfrid,
8398,Gottfried,
8399,Gotthard,
8400,Gotthilf,
8401,Gotthold,
8402,Gottlieb,
8403,Gottlob,
8404,Gottschalk,
8405,Gotzon,
8406,Gotzone,
8407,Goutam,Gautam
8408,Gouyen,
8409,Govad,
8410,Govannon,Gofannon
8411,Govind,"Gobind,Govinda"
8412,Govinda,Govind
8413,Gowri,
8414,Goyathlay,
8415,Goyo,Gregorio
8416,Gözde,
8417,Gozzo,"Gautbert,Gautselin"
8418,Graça,
8419,Grace,Gracie
8420,Gracelyn,Gracelynn
8421,Gracelynn,Gracelyn
8422,Gracia,Graciela
8423,Graciana,
8424,Graciano,
8425,Gracie,Grace
8426,Graciela,Gracia
8427,Gracília,Graça
8428,Gracja,
8429,Gracjan,
8430,Grady,
8431,Graeme,
8432,Graham,
8433,Grahame,
8434,Gráinne,Grania
8435,Grania,Gráinne
8436,Granit,
8437,Grant,
8438,Granuaile,
8439,Granville,
8440,Granya,"Gráinne,Grania"
8441,Gratia,
8442,Gratian,
8443,Gratiana,
8444,Gratianus,
8445,Gratien,
8446,Gray,Grey
8447,Graysen,"Grayson,Greyson"
8448,Grayson,"Graysen,Greyson"
8449,Grazia,Graziella
8450,Graziana,
8451,Graziano,
8452,Graziella,Grazia
8453,Gražina,
8454,Grażyna,
8455,Gréagóir,
8456,Greer,
8457,Greet,"Greetje,Griet,Margaretha,Margreet,Margriet"
8458,Greetje,"Greet,Griet,Margaretha,Margreet,Margriet"
8459,Greg,"Gregg,Gregory"
8460,Grega,Gregor
8461,Greger,
8462,Gregers,
8463,Gregg,"Greg,Gregory"
8464,Grégoire,
8465,Gregor,"Grega,Greig,Griogair"
8466,Gregoria,
8467,Gregório,
8468,Gregorio,Goyo
8469,Gregorios,Gregorius
8470,Gregorius,Gregorios
8471,Grégory,
8472,Gregory,"Greg,Gregg"
8473,Greig,"Gregor,Griogair"
8474,Grenville,
8475,Gresham,
8476,Gréta,"Margaréta,Margit,Margrét"
8477,Greta,"Gosia,Gretchen,Grete,Gretel,Gretta,Małgorzata,Małgosia,Margareta,Margarete,Margarethe,Margarita,Margherita,Margit,Marit,Marita,Märta,Marzena,Meta,Rita"
8478,Gretchen,"Greta,Grete,Gretel,Margareta,Margarete,Margarethe,Meta"
8479,Grete,"Greta,Gretchen,Gretel,Grethe,Marga,Margareta,Margarete,Margarethe,Margit,Margrete,Margrethe,Marit,Marita,Merete,Meta,Mette"
8480,Gretel,"Greta,Gretchen,Grete,Marga,Margareta,Margarete,Margarethe,Meta"
8481,Grethe,"Grete,Margit,Margrete,Margrethe,Marit,Marita,Merete,Meta,Mette"
8482,Gretta,Greta
8483,Grey,
8484,Greyson,"Graysen,Grayson"
8485,Grga,Grgur
8486,Grgur,Grga
8487,Grid,Gríðr
8488,Grier,
8489,Griet,"Greet,Greetje,Margaretha,Margreet,Margriet"
8490,Griffin,
8491,Griffith,"Gruffudd,Gruffydd,Guto"
8492,Grifud,
8493,Grigol,
8494,Grigor,Krikor
8495,Grigore,
8496,Grigori,"Grigorii,Grigoriy,Grigory,Grisha"
8497,Grigorii,"Grigori,Grigoriy,Grigory,Grisha"
8498,Grigorijs,
8499,Grigorios,Grigoris
8500,Grigoris,Grigorios
8501,Grigoriy,"Grigori,Grigorii,Grigory,Grisha"
8502,Grigory,"Grigori,Grigorii,Grigoriy,Grisha"
8503,Grimaldo,
8504,Grímhildr,
8505,Grimhilt,Kriemhild
8506,Grimwald,
8507,Griogair,"Gregor,Greig"
8508,Griselda,Zelda
8509,Grisha,"Grigori,Grigorii,Grigoriy,Grigory"
8510,Grishma,
8511,Gríðr,Grid
8512,Grizel,
8513,Gro,
8514,Gróa,
8515,Gronw,Goronwy
8516,Grosvenor,
8517,Grover,
8518,Grozda,Grozdana
8519,Grozdan,
8520,Grozdana,Grozda
8521,Gruffud,"Griffith,Gruffudd,Gruffydd,Guto"
8522,Gruffudd,"Griffith,Gruffydd,Guto"
8523,Gruffydd,"Griffith,Gruffudd,Guto"
8524,Grusha,Agrafena
8525,Gry,
8526,Grzegorz,
8527,Guadalupe,"Lupe,Lupita"
8528,Gualberto,
8529,Gualguainus,"Gauvain,Gawain,Walganus"
8530,Guálter,
8531,Gualterio,Gutierre
8532,Gualtiero,
8533,Guanting,
8534,Guanyu,
8535,Guarin,
8536,Guda,Juda
8537,Gudbrand,
8538,Gudina,
8539,Gudmund,
8540,Gudrun,"Guro,Guðrún"
8541,Guendolen,Guendoloena
8542,Guendoleu,Gwenddoleu
8543,Guendoloena,Guendolen
8544,Guenevere,
8545,Guenièvre,
8546,Guerino,
8547,Guglielmo,
8548,Gugulethu,
8549,Gui,Guilherme
8550,Guido,
8551,Guifré,
8552,Guilherme,Gui
8553,Guillaume,
8554,Guillem,Guim
8555,Guillermo,
8556,Guim,Guillem
8557,Guinevere,
8558,Guiomar,
8559,Guiscard,
8560,Guiying,
8561,Gül,
8562,Gul,
8563,Gülay,
8564,Gulbadan,
8565,Gülbahar,
8566,Gulbahar,
8567,Gulbrand,Gudbrand
8568,Gulbrandr,Guðbrandr
8569,Gülçin,
8570,Gülden,
8571,Guli,
8572,Gulisa,
8573,Gülistan,
8574,Gulistan,
8575,Gülizar,
8576,Gull,
8577,Gulla,"Guðlaug,Guðleif"
8578,Gulmira,
8579,Gülnar,"Gülnarə,Gulnara"
8580,Gulnar,Gulnara
8581,Gülnarə,"Gülnar,Gulnara"
8582,Gulnara,"Gülnar,Gulnar,Gülnarə"
8583,Gülnaz,
8584,Gulnaz,
8585,Gulnora,
8586,Gülnur,
8587,Gulrukh,
8588,Gülşen,
8589,Gulshan,
8590,Gülten,
8591,Gulumbu,
8592,Gulzar,
8593,Gumarich,
8594,Gun,Gunn
8595,Gunārs,
8596,Günay,
8597,Gunborg,
8598,Gunda,Gundula
8599,Gundahar,Günther
8600,Gunder,Gunnar
8601,Gundhram,
8602,Gundisalvus,
8603,Gundula,Gunda
8604,Günel,
8605,Gunhild,"Gunilla,Gunnel,Gunnhild"
8606,Gunhilda,
8607,Gunilla,"Gunhild,Gunnel"
8608,Gunn,Gun
8609,Gunna,
8610,Gunnar,"Gunder,Gunnarr"
8611,Gunnarr,Gunnar
8612,Gunnbjǫrg,
8613,Gunne,
8614,Gunnel,"Gunhild,Gunilla"
8615,Gunner,
8616,Gunnhild,Gunhild
8617,Gunnhildr,
8618,Gunnhildur,
8619,Gunni,
8620,Gunnr,
8621,Gunnvaldr,
8622,Gunnvǫr,
8623,Gunnvor,
8624,Günter,Günther
8625,Gunter,
8626,Günther,"Gundahar,Günter"
8627,Gunther,
8628,Guntram,
8629,Guntur,
8630,Gunvald,
8631,Gunvor,
8632,Guo,
8633,Guorthigirn,
8634,Gurdeep,
8635,Gurgen,
8636,Gurmeet,
8637,Guro,Gudrun
8638,Gurpreet,
8639,Gürsel,
8640,Gurutz,
8641,Gurutze,
8642,Gus,"Angus,August,Costas,Konstadinos,Konstantinos,Kostakis,Kostas,Kostis"
8643,Gussie,Augusta
8644,Gust,"Gustaaf,Guus"
8645,Gusta,
8646,Gustaaf,"Gust,Guus"
8647,Gustaf,"Gösta,Göstav,Gustav"
8648,Gustav,"Gösta,Göstav,Gustaf"
8649,Gustave,
8650,Gustavo,
8651,Gustavs,
8652,Gustaw,
8653,Gusti,
8654,Gusztáv,
8655,Guðbrandr,Gulbrandr
8656,Guðfriðr,Guðrøðr
8657,Guðini,
8658,Guðlaug,Gulla
8659,Guðleif,Gulla
8660,Guðleifr,
8661,Guðmundr,
8662,Guðmundur,
8663,Guðni,
8664,Guðríðr,Gyða
8665,Guðríður,Gyða
8666,Guðrøðr,Guðfriðr
8667,Guðrún,Gudrun
8668,Gutierre,
8669,Guto,"Griffith,Gruffudd,Gruffydd"
8670,Guus,"Gust,Gustaaf"
8671,Guusje,
8672,Güvenç,
8673,Guy,Gai
8674,Gvidas,
8675,Gwalchmai,Gwalchmei
8676,Gwalchmei,Gwalchmai
8677,Gwallter,
8678,Gwandoya,
8679,Gwawl,
8680,Gwawr,
8681,Gwen,"Gwendolen,Gwendoline,Gwendolyn,Gwenllian,Wynne"
8682,Gwenaël,Naël
8683,Gwenaëlle,
8684,Gwenda,
8685,Gwendal,
8686,Gwenddoleu,Guendoleu
8687,Gwenddydd,
8688,Gwendolen,"Gwen,Gwendoline"
8689,Gwendoline,"Gwen,Gwendolen,Gwendolyn"
8690,Gwendolyn,"Gwen,Gwendoline"
8691,Gweneth,"Gwenith,Gwenneth,Gwenyth,Gwynedd,Gwyneth"
8692,Gwenevere,Gaynor
8693,Gwenfrewi,
8694,Gwenhael,
8695,Gwenhwyfar,
8696,Gwenith,"Gweneth,Gwenneth,Gwenyth,Gwynedd,Gwyneth"
8697,Gwenllian,Gwen
8698,Gwenneg,Winoc
8699,Gwenneth,"Gweneth,Gwenith,Gwenyth,Gwynedd,Gwyneth"
8700,Gwenyth,"Gweneth,Gwenith,Gwenneth,Gwynedd,Gwyneth"
8701,Gwil,"Gwilim,Gwillym,Gwilym"
8702,Gwilherm,
8703,Gwilim,"Gwil,Gwillym,Gwilym"
8704,Gwillym,"Gwil,Gwilim,Gwilym"
8705,Gwilym,"Gwil,Gwilim,Gwillym"
8706,Gwladus,
8707,Gwladys,Gladys
8708,Gwrtheyrn,
8709,Gwydion,
8710,Gwyn,Gwynn
8711,Gwynedd,"Gweneth,Gwenith,Gwenneth,Gwenyth,Gwyneth"
8712,Gwyneira,
8713,Gwyneth,"Gweneth,Gwenith,Gwenneth,Gwenyth,Gwynedd"
8714,Gwynfor,
8715,Gwynn,Gwyn
8716,Gwythyr,
8717,Gyatso,
8718,Gyda,
8719,Gyeong,Kyung
8720,Gyeong-Hui,Kyung-Hee
8721,Gyeong-Ja,Kyung-Ja
8722,Gyeong-Suk,Kyung-Sook
8723,Gyles,Giles
8724,Gyneth,
8725,Gyöngyi,
8726,Gyöngyvér,
8727,György,Gyuri
8728,Györgyi,Györgyike
8729,Györgyike,"Georgina,Györgyi"
8730,Győző,
8731,Gypsy,
8732,Gyða,"Guðríðr,Guðríður"
8733,Gytha,Githa
8734,Gyula,
8735,Gyuri,György
8736,Hà,
8737,Haakon,Håkon
8738,Haamid,"Hamed,Hamid"
8739,Habacuc,Abacuc
8740,Habakkuk,
8741,Habib,
8742,Habiba,
8743,Habibullah,
8744,Hacer,
8745,Hachiro,"Hachirō,Hachirou"
8746,Hachirō,"Hachiro,Hachirou"
8747,Hachirou,"Hachiro,Hachirō"
8748,Hacî,
8749,Hacı,
8750,Hadad,
8751,Hadar,
8752,Hadas,
8753,Hadasa,Hadassah
8754,Hadassah,Hadasa
8755,Hades,Haides
8756,Hadewidis,
